Channel,Date,Start time,Film Code,Break Code,Advertiser,Brand,Agency,Holding Company,BARB Prog Before,BARB Prog After,Sales House,Major category,Mid category,Minor category,All PIB rel,All PIB pos,Log Station (2010-),Impacts A4+
ITV1 HD,26/03/2024,17:33:20,BDUPBEE031030,CB,Pensionbee,Pensionbee plans,Ad astra advertising,Pensionbee,THE CHASE RPT,THE CHASE RPT,ITV SALES,Finance,Pensions,Pensions - general/multi product,3rd last,6,ITV1 HD London Carlton,173
ITV1 HD,26/03/2024,17:33:50,MUMIEGL848030,CB,Ikea,Ikea stores,Dentsu uk limited,Ikea,THE CHASE RPT,THE CHASE RPT,ITV SALES,Retail,Household,Furniture & furnishings,2nd last,7,ITV1 HD London Carlton,173
ITV1 HD,26/03/2024,17:34:20,ICPBADG465020,CB,Diageo,Baileys irish cream,Phd media limited,Diageo,THE CHASE RPT,THE CHASE RPT,ITV SALES,Drink,Spirits & liqueurs,Liqueurs,Last,8,ITV1 HD London Carlton,179
ITV1 HD,26/03/2024,17:45:09,ATGBKCL135030,CB,Actegy,Actegy revitive circulation booster,Medialab group limit,Actegy,THE CHASE RPT,THE CHASE RPT,ITV SALES,Health & wellbeing,Health & fitness,Health & fitness appliances,First,1,ITV1 HD London Carlton,255
ITV1 HD,26/03/2024,17:45:39,AEDAVGI130020,CB,Aviva,Aviva insurance,Zenith uk media limi,Aviva,THE CHASE RPT,THE CHASE RPT,ITV SALES,Finance,General insurance,Car insurance,2nd,2,ITV1 HD London Carlton,255
ITV1 HD,26/03/2024,17:45:59,HHPSLAP068020,CB,Axa sun life,Axa sun life over 50 ins plan,Medialab group limit,Axa uk,THE CHASE RPT,THE CHASE RPT,ITV SALES,Finance,Life protection,Life protection - over 50,3rd,3,ITV1 HD London Carlton,255
ITV1 HD,26/03/2024,17:46:19,HOGBOSP779020,CB,Boots company,Boots cosmetics,Essencemediacom hold,Boots company,THE CHASE RPT,THE CHASE RPT,ITV SALES,Retail,Retail general,Chemists,Middle,4,ITV1 HD London Carlton,255
ITV1 HD,26/03/2024,17:46:39,HMTMAFO019020,CB,Material focus,Material focus recycyle your electr,December 19 limited,Material focus,THE CHASE RPT,THE CHASE RPT,ITV SALES,Business & industrial,Business & industrial,Business & industrial - other,Middle,5,ITV1 HD London Carlton,255
ITV1 HD,26/03/2024,17:46:59,TTBGSSD091020,CB,Haleon uk,Sensodyne toothpaste,Spark foundry,Glaxosmithkline,THE CHASE RPT,THE CHASE RPT,ITV SALES,Cosmetics & personal care,Oral hygiene,Toothpaste/polish,Middle,6,ITV1 HD London Carlton,255
ITV1 HD,26/03/2024,17:47:19,BLBFURN201030,CB,Furniture village,Furniture village,Tmwi limited,Cadagan estates,THE CHASE RPT,THE CHASE RPT,ITV SALES,Retail,Household,Furniture & furnishings,3rd last,7,ITV1 HD London Carlton,255
ITV1 HD,26/03/2024,17:47:49,OGYVODF446030,CB,Vodafone group,Vodafone broadband,Dentsu uk limited,Vodafone group,THE CHASE RPT,THE CHASE RPT,ITV SALES,Telecoms,Business telecoms,Business mobile broadband,2nd last,8,ITV1 HD London Carlton,255
ITV1 HD,26/03/2024,17:48:19,ICPEONN510020,CB,E on,E on next,Mediaplus uk london,E on,THE CHASE RPT,THE CHASE RPT,ITV SALES,Business & industrial,Utilities residential,Residential renewable energy,Last,9,ITV1 HD London Carlton,256
ITV1 HD,26/03/2024,17:56:07,JLNUSWT092020,EB,Uswitch,Uswitch.com,Zenith uk media limi,Uswitch,THE CHASE RPT,LOCAL NEWS,ITV SALES,Computers,Computing services,Internet services including isps,First,1,ITV1 HD London Carlton,208
ITV1 HD,26/03/2024,17:56:27,BBHTCPT535010,EB,Tesco stores,Tesco easter,Essencemediacom hold,Tesco,THE CHASE RPT,LOCAL NEWS,ITV SALES,Food,Meat/poultry,Meat/poultry - multi product,2nd,2,ITV1 HD London Carlton,208
ITV1 HD,26/03/2024,17:56:37,BURTMDO527030,EB,Mcdonalds restaurant,Mcdonalds restaurant,Omd group limited,Mcdonalds restaurant,THE CHASE RPT,LOCAL NEWS,ITV SALES,Entertainment & leisure,Restaurants & bars,Fast food restaurants - multi product,3rd,3,ITV1 HD London Carlton,208
ITV1 HD,26/03/2024,17:57:07,LIPWARB002060,EB,Warburtons,Warburtons bread,Mindshare media uk l,Warburtons,THE CHASE RPT,LOCAL NEWS,ITV SALES,Food,Bakery,Bread,Middle,4,ITV1 HD London Carlton,220
ITV1 HD,26/03/2024,17:58:07,AMVSETP244030,EB,Smart energy gb,Smart energy smart meters,T&p media limited,Smart energy gb,THE CHASE RPT,LOCAL NEWS,ITV SALES,Business & industrial,Utilities residential,Residential combined utilities,3rd last,5,ITV1 HD London Carlton,214
ITV1 HD,26/03/2024,17:58:37,MRPFERR001030,EB,Ferrero uk,Ferrero rocher chocolates,Dentsu uk limited,Ferrero uk,THE CHASE RPT,LOCAL NEWS,ITV SALES,Food,Confectionery & snacks,Chocolate - boxed/tinned,2nd last,6,ITV1 HD London Carlton,214
ITV1 HD,26/03/2024,17:59:07,HOGVOLV251030,EB,Volvo car uk,Volvo ex30,Mindshare media uk l,Volvo car uk,THE CHASE RPT,LOCAL NEWS,ITV SALES,Automotive,Automotive - cars,H - dual purpose,Last,7,ITV1 HD London Carlton,201
ITV1 HD,26/03/2024,18:27:57,CLDDUHH006010,EB,Dunelm,Dunelm mill store,Goodstuff communicat,Dunelm group,LOCAL NEWS,ITV EARLY EVENING NEWS,ITV SALES,Household equipment & diy,Soft furnishings,Bed & bath linens & towels,First,1,ITV1 HD London Carlton,195
ITV1 HD,26/03/2024,18:28:07,FNYQBAD002020,EB,Intuit,Intuit quickbooks,Manning gottlieb omd,Intuit,LOCAL NEWS,ITV EARLY EVENING NEWS,ITV SALES,Computers,Software,Accounting-finance,2nd,2,ITV1 HD London Carlton,212
ITV1 HD,26/03/2024,18:28:27,TJUIDHS092030,EB,Media 10,Media 10 ideal home show,Media 10 limited,Media 10,LOCAL NEWS,ITV EARLY EVENING NEWS,ITV SALES,Entertainment & leisure,Leisure activities,Exhibitions,3rd,3,ITV1 HD London Carlton,212
ITV1 HD,26/03/2024,18:28:57,MLLDHSC301030,EB,Ccs,Ccs cardiovascular disease,Manning gottlieb omd,Ccs,LOCAL NEWS,ITV EARLY EVENING NEWS,ITV SALES,Retail,Retail general,Chemists,3rd last,4,ITV1 HD London Carlton,212
ITV1 HD,26/03/2024,18:29:27,HWFTRLF001010,EB,Trailfinders,Trailfinders travel experts,Media campaign limit,Trailfinders,LOCAL NEWS,ITV EARLY EVENING NEWS,ITV SALES,Travel & transport,Holidays/overseas,Overseas tour operators,2nd last,5,ITV1 HD London Carlton,219
ITV1 HD,26/03/2024,18:29:37,VCCCAEA242020,EB,Mondelez uk,Cadbury easter egg hunt,Spark foundry,Mondelez uk,LOCAL NEWS,ITV EARLY EVENING NEWS,ITV SALES,Food,Confectionery & snacks,Chocolate - multi product,Last,6,ITV1 HD London Carlton,219
ITV1 HD,26/03/2024,18:49:46,CLDDUHH008030,CB,Dunelm,Dunelm mill store,Goodstuff communicat,Dunelm group,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Retail,Household,Furniture & furnishings,First,1,ITV1 HD London Carlton,297
ITV1 HD,26/03/2024,18:50:16,CWWLORE252030,CB,Loreal uk,Loreal paris bright reveal serum,Essence global limit,Loreal uk,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Cosmetics & personal care,Skincare,Facial moisturiser - womens,2nd,2,ITV1 HD London Carlton,297
ITV1 HD,26/03/2024,18:50:46,INFNHEN003030,CB,Ccs,Ccs highways breakdown,Manning gottlieb omd,Ccs,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Government social political organisation,Government institutions,Government departments,3rd,3,ITV1 HD London Carlton,297
ITV1 HD,26/03/2024,18:51:16,HOGKLML591030,CB,Kellogg marketing &,Kelloggs cereal,Dentsu uk limited,Kellogg uk holding,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Food,Food brand building,Food - brand building,Middle,4,ITV1 HD London Carlton,280
ITV1 HD,26/03/2024,18:51:46,ANOCRUK414030,CB,Cancer research uk,Cancer research race for life,Essencemediacom hold,Cancer research uk,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Government social political organisation,Charities,Cancer charities,3rd last,5,ITV1 HD London Carlton,280
ITV1 HD,26/03/2024,18:52:16,HOGVOLV251030,CB,Volvo car uk,Volvo ex30,Mindshare media uk l,Volvo car uk,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Automotive,Automotive - cars,H - dual purpose,2nd last,6,ITV1 HD London Carlton,276
ITV1 HD,26/03/2024,18:52:46,AEDLLDS149030,CB,Lloyds banking group,Lloyds bank,Zenith uk media limi,Lloyds banking group,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Finance,Savings,Savings - brand building,Last,7,ITV1 HD London Carlton,276
ITV1 HD,26/03/2024,19:16:15,SSCPLRM031030,CB,Pilgrims food group,Pilgrims richmond sausages,Dentsu uk limited,Onix investments uk,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Food,Meat/poultry,Sausages,First,1,ITV1 HD London Carlton,254
ITV1 HD,26/03/2024,19:16:45,DVNPLMF023010,CB,Poundland,Poundland stores,Notorious communicat,Poundland holdings,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Household fmcg,Household fmcg - brand building,Household fmcg - multi product,2nd,2,ITV1 HD London Carlton,254
ITV1 HD,26/03/2024,19:16:55,MUMKNVA321010,CB,Kentucky fried chick,Kfc original recipe deal,Mindshare media uk l,Yum restaurant holdi,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Entertainment & leisure,Restaurants & bars,Fast food restaurants - multi product,3rd,3,ITV1 HD London Carlton,254
ITV1 HD,26/03/2024,19:17:05,TMWOFLT014010,CB,Oak furnitureland,Oakfurnitureland.co.uk,Dentsu manchester li,Oak furnitureland ho,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Retail,Household,Furniture & furnishings,2nd last,4,ITV1 HD London Carlton,232
ITV1 HD,26/03/2024,19:17:15,QSTOTBE279030,CB,On the beach,Onthebeach.co.uk,Goodstuff communicat,Inflexion private eq,ITV EARLY EVENING NEWS,ITV EARLY EVENING NEWS,ITV SALES,Travel & transport,Travel agents,Travel agents,Last,5,ITV1 HD London Carlton,232
ITV1 HD,26/03/2024,19:24:36,TBKPNAS001020,EB,Asahi group holdings,Peroni nastro azzurro,Wavemaker limited,Asahi group holdings,ITV EARLY EVENING NEWS,EMMERDALE,ITV SALES,Drink,Drink - multi product,Alcohol & non alcohol - multi product,First,1,ITV1 HD London Carlton,242
ITV1 HD,26/03/2024,19:24:56,SKYPPTB001030,EB,Sky uk,Sky cinema,Essencemediacom hold,Sky uk,ITV EARLY EVENING NEWS,EMMERDALE,ITV SALES,Telecoms,Fixed line services,Telecoms tv services,2nd,2,ITV1 HD London Carlton,242
ITV1 HD,26/03/2024,19:25:26,PGOGILE018030,EB,Procter & gamble uk,Gillette labs razor & shave gel,Starcom worldwide li,Procter & gamble uk,ITV EARLY EVENING NEWS,EMMERDALE,ITV SALES,Cosmetics & personal care,Hair removal,Razors - manual,3rd,3,ITV1 HD London Carlton,247
ITV1 HD,26/03/2024,19:25:56,BLBFURN204010,EB,Furniture village,Furniture village,Tmwi limited,Cadagan estates,ITV EARLY EVENING NEWS,EMMERDALE,ITV SALES,Retail,Household,Furniture & furnishings,Middle,4,ITV1 HD London Carlton,247
ITV1 HD,26/03/2024,19:26:06,MCEJEAT400020,EB,Just eat.co.uk,Justeat.co.uk,Um,Just eat holding,ITV EARLY EVENING NEWS,EMMERDALE,ITV SALES,Entertainment & leisure,Restaurants & bars,Delivery partners,Middle,5,ITV1 HD London Carlton,290
ITV1 HD,26/03/2024,19:26:26,AMVSCCA524020,EB,Essity holding uk,Essity plenty kitchen towel,Zenith uk media limi,Essity holding uk,ITV EARLY EVENING NEWS,EMMERDALE,ITV SALES,Household fmcg,Tissues, papers & wipes",Kitchen towels,Middle,6,ITV1 HD London Carlton,290
ITV1 HD,26/03/2024,19:26:46,TJUIDHS092030,EB,Media 10,Media 10 ideal home show,Media 10 limited,Media 10,ITV EARLY EVENING NEWS,EMMERDALE,ITV SALES,Entertainment & leisure,Leisure activities,Exhibitions,3rd last,7,ITV1 HD London Carlton,290
ITV1 HD,26/03/2024,19:27:16,KROFEKS093020,EB,Ferrero uk,Ferrero kinder surprise,Dentsu uk limited,Ferrero uk,ITV EARLY EVENING NEWS,EMMERDALE,ITV SALES,Food,Confectionery & snacks,Chocolate - countlines,2nd last,8,ITV1 HD London Carlton,244
ITV1 HD,26/03/2024,19:27:36,NSANHCA490030,EB,Ccs,Ccs nhs cancer,Manning gottlieb omd,Ccs,ITV EARLY EVENING NEWS,EMMERDALE,ITV SALES,Government social political organisation,Government institutions,Government departments,Last,9,ITV1 HD London Carlton,244
ITV1 HD,26/03/2024,19:39:58,PGOHERB003030,CB,Procter & gamble uk,Herbal essences shampoo,Starcom worldwide li,Procter & gamble uk,EMMERDALE,EMMERDALE,ITV SALES,Cosmetics & personal care,Haircare,Multi product - hair care,First,1,ITV1 HD London Carlton,272
ITV1 HD,26/03/2024,19:40:28,TGFMGFN435030,CB,Mg motor uk,Mg motors,Mediaplus uk london,Nanjing automobile c,EMMERDALE,EMMERDALE,ITV SALES,Automotive,Automotive - cars,C - lower medium,2nd,2,ITV1 HD London Carlton,215
ITV1 HD,26/03/2024,19:40:58,AMVSCCA524020,CB,Essity holding uk,Essity plenty kitchen towel,Zenith uk media limi,Essity holding uk,EMMERDALE,EMMERDALE,ITV SALES,Household fmcg,Tissues, papers & wipes",Kitchen towels,3rd,3,ITV1 HD London Carlton,215
ITV1 HD,26/03/2024,19:41:18,ACBLIUK090020,CB,Lidl uk gmbh,Lidl easter,Omd group limited,Lidl uk gmbh,EMMERDALE,EMMERDALE,ITV SALES,Food,Food brand building,Food & drink - multi product,Middle,4,ITV1 HD London Carlton,223
ITV1 HD,26/03/2024,19:41:38,ITCPPLB012030,CB,Postcode lottery,Postcode lottery,The7stars uk limited,Postcode lottery,EMMERDALE,EMMERDALE,ITV SALES,Entertainment & leisure,Gambling,Lottery,Middle,5,ITV1 HD London Carlton,223
ITV1 HD,26/03/2024,19:42:08,OHLHOME001030,CB,Homebase,Homebase stores,Havas media,J sainsburys,EMMERDALE,EMMERDALE,ITV SALES,Retail,Household,Diy stores,3rd last,6,ITV1 HD London Carlton,220
ITV1 HD,26/03/2024,19:42:38,KROSCSS115030,CB,A share & sons,Scs furniture & carpets,Dentsu manchester li,Parlour product hold,EMMERDALE,EMMERDALE,ITV SALES,Household equipment & diy,Furniture & fittings,Furniture - lounge & dining,2nd last,7,ITV1 HD London Carlton,220
ITV1 HD,26/03/2024,19:43:08,EGPCCLW243020,CB,Mars uk,Cesar dog food,Essencemediacom hold,Mars uk,EMMERDALE,EMMERDALE,ITV SALES,Household fmcg,Pet food & care,Dog food - wet,Last,8,ITV1 HD London Carlton,223
ITV1 HD,26/03/2024,19:55:31,WCRSKNW064030,EB,Sky uk,Sky now tv,Essencemediacom hold,Sky uk,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Entertainment & leisure,Home entertainment,Film/programme downloads/streaming,First,1,ITV1 HD London Carlton,179
ITV1 HD,26/03/2024,19:56:01,ANOANGP105020,EB,Google uk,Google pixel 8 phone,Essence global limit,Google uk,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Telecoms,Telecoms equipment,Mobile handsets - smartphones,2nd,2,ITV1 HD London Carlton,108
ITV1 HD,26/03/2024,19:56:21,BURTMDO515010,EB,Mcdonalds restaurant,Mcdonalds winning sips,Omd group limited,Mcdonalds restaurant,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Entertainment & leisure,Restaurants & bars,Fast food restaurants - brand building,3rd,3,ITV1 HD London Carlton,108
ITV1 HD,26/03/2024,19:56:31,DESLVCA379010,EB,Liverpool victoria f,Liverpool victoria motor insurance,Mindshare media uk l,Liverpool victoria f,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Finance,General insurance,Car insurance,Middle,4,ITV1 HD London Carlton,108
ITV1 HD,26/03/2024,19:56:41,OCHCOWG001030,EB,Etsy.com,Etsy.com online shopping,Phd media limited,Etsy.com,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Online retail,Online/internet retail general,Online shopping general,Middle,5,ITV1 HD London Carlton,108
ITV1 HD,26/03/2024,19:57:11,TMWOFLT014010,EB,Oak furnitureland,Oakfurnitureland.co.uk,Dentsu manchester li,Oak furnitureland ho,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Furniture & furnishings,Middle,6,ITV1 HD London Carlton,94
ITV1 HD,26/03/2024,19:57:21,PCHPPGP003010,EB,Consorzio tutela gra,Consorzio grana padano cheese,Consorzio per la tut,Consorzio per la tut,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Dairy,Cheese - continental,Middle,7,ITV1 HD London Carlton,94
ITV1 HD,26/03/2024,19:57:31,BURTPRM038010,EB,Premier inn,Premier inn hotels,Um,Whitbread,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Travel & transport,Holidays uk,Hotels/b&b uk general,Middle,8,ITV1 HD London Carlton,94
ITV1 HD,26/03/2024,19:57:41,HKXGADA032020,EB,Reckitt benckiser,Gaviscon double action,Zenith uk media limi,Reckitt benckiser,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Health & wellbeing,Medication,Indigestion remedies,Middle,9,ITV1 HD London Carlton,94
ITV1 HD,26/03/2024,19:58:01,ANOCRUK414030,EB,Cancer research uk,Cancer research race for life,Essencemediacom hold,Cancer research uk,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Government social political organisation,Charities,Cancer charities,3rd last,10,ITV1 HD London Carlton,87
ITV1 HD,26/03/2024,19:58:31,LBEDISN004020,EB,Walt disney company,Disneyland paris,Zenith uk media limi,Walt disney company,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Travel & transport,Holidays/overseas,Overseas resorts,2nd last,11,ITV1 HD London Carlton,87
ITV1 HD,26/03/2024,19:58:51,MCEPRBT185010,EB,Premier foods,Batchelors super noodles,Dentsu uk limited,Premier foods,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Food cupboard / grocery,Instant snack pasta/rice/noodles,Last,12,ITV1 HD London Carlton,87
ITV1 HD,26/03/2024,20:13:08,VCCVMBR127030,CB,Virgin media,Virgin media broadband & tv,Manning gottlieb omd,Virgin group,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Telecoms,Fixed line services,Home broadband,First,1,ITV1 HD London Carlton,79
ITV1 HD,26/03/2024,20:13:38,MCLAJCG004010,CB,Aj bell,Aj bell investments,Mediaplus uk london,Aj bell,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Finance,Investments,Investment - brand building,2nd,2,ITV1 HD London Carlton,79
ITV1 HD,26/03/2024,20:13:48,MCMMATA145010,CB,Matalan retail,Matalan wholesale clothing store,Havas media,Matalan group,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Clothing & accessories,Clothes (ready to wear),Unisex wear/ men & womens clothing,3rd,3,ITV1 HD London Carlton,79
ITV1 HD,26/03/2024,20:13:58,UTVCHIL236030,CB,Childs farm,Childs farm toiletries,Childs farm ltd,Childs farm,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Cosmetics & personal care,Skincare,Multi product - skincare,Middle,4,ITV1 HD London Carlton,79
ITV1 HD,26/03/2024,20:14:28,BEMMSEA214030,CB,Marks & spencer,Marks & spencer easter,Mindshare media uk l,Marks & spencer,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Bakery,Hot cross buns,Middle,5,ITV1 HD London Carlton,76
ITV1 HD,26/03/2024,20:14:58,HKXDFEN017020,CB,Edf energy,Edf energy,Havas media,Edf energy,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Business & industrial,Utilities residential,Residential renewable energy,Middle,6,ITV1 HD London Carlton,76
ITV1 HD,26/03/2024,20:15:18,REPAMEX033030,CB,American express eur,Amex business card,Um,American express eur,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Finance,Business banking services,Business credit cards,Middle,7,ITV1 HD London Carlton,73
ITV1 HD,26/03/2024,20:15:48,TGSGNTA005010,CB,Samworth brothers,Ginsters,The7stars uk limited,Cibus holdings,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Delicatessen / chilled food,Pasties & slices,3rd last,8,ITV1 HD London Carlton,73
ITV1 HD,26/03/2024,20:15:58,DESLVHO115010,CB,Liverpool victoria f,Liverpool victoria home insurance,Mindshare media uk l,Liverpool victoria f,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Finance,General insurance,Home ins (including buildings & content),2nd last,9,ITV1 HD London Carlton,73
ITV1 HD,26/03/2024,20:16:08,MUMIEGL848030,CB,Ikea,Ikea stores,Dentsu uk limited,Ikea,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Furniture & furnishings,Last,10,ITV1 HD London Carlton,73
ITV1 HD,26/03/2024,20:32:14,ANOANGP104020,CB,Google uk,Google pixel 8 phone,Essence global limit,Google uk,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Telecoms,Telecoms equipment,Mobile handsets - smartphones,First,1,ITV1 HD London Carlton,103
ITV1 HD,26/03/2024,20:32:34,HOGTOLX095030,CB,Toyota gb,Toyota lexus rz,T&p media limited,Toyota motor corpora,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Automotive,Automotive - cars,H - dual purpose,2nd,2,ITV1 HD London Carlton,103
ITV1 HD,26/03/2024,20:33:04,CLDDUHH006010,CB,Dunelm,Dunelm mill store,Goodstuff communicat,Dunelm group,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Household equipment & diy,Soft furnishings,Bed & bath linens & towels,3rd,3,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,20:33:14,MUMKNVA321010,CB,Kentucky fried chick,Kfc original recipe deal,Mindshare media uk l,Yum restaurant holdi,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Entertainment & leisure,Restaurants & bars,Fast food restaurants - multi product,Middle,4,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,20:33:24,ALPYTCT002010,CB,Yellow tail wines,Yellow tail shiraz wine,The7stars uk limited,Casella family brand,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Drink,Wine,Red,Middle,5,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,20:33:34,ICPEONN510020,CB,E on,E on next,Mediaplus uk london,E on,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Business & industrial,Utilities residential,Residential renewable energy,Middle,6,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,20:33:54,TBMCHWJ456030,CB,Merlin entertainment,Chessington world of adventure,Wavemaker limited,Merlin entertainment,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Entertainment & leisure,Leisure activities,Theme parks,Middle,7,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,20:34:24,JLNUSWT092020,CB,Uswitch,Uswitch.com,Zenith uk media limi,Uswitch,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Computers,Computing services,Internet services including isps,Middle,8,ITV1 HD London Carlton,118
ITV1 HD,26/03/2024,20:34:44,PCHPPGP001010,CB,Consorzio tutela gra,Consorzio grana padano cheese,Consorzio per la tut,Consorzio per la tut,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Dairy,Cheese - continental,Middle,9,ITV1 HD London Carlton,118
ITV1 HD,26/03/2024,20:34:54,TTBERHO035020,CB,Expedia.co.uk,Hotels.com,Expedia,Expedia,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Travel & transport,Travel agents,Online travel/booking agents,3rd last,10,ITV1 HD London Carlton,118
ITV1 HD,26/03/2024,20:35:14,TMWOFLT014010,CB,Oak furnitureland,Oakfurnitureland.co.uk,Dentsu manchester li,Oak furnitureland ho,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Furniture & furnishings,2nd last,11,ITV1 HD London Carlton,115
ITV1 HD,26/03/2024,20:35:24,UCSBQBR010020,CB,B & q,B&q value,Dentsu uk limited,Kingfisher,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Diy stores,Last,12,ITV1 HD London Carlton,115
ITV1 HD,26/03/2024,20:46:00,TTBBDNV113020,CB,Beiersdorf uk,Nivea q10 wrinkle filler serum,Omd group limited,Beiersdorf uk,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Cosmetics & personal care,Skincare,Skin serum,First,1,ITV1 HD London Carlton,151
ITV1 HD,26/03/2024,20:46:20,CLDDUHH008030,CB,Dunelm,Dunelm mill store,Goodstuff communicat,Dunelm group,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Furniture & furnishings,2nd,2,ITV1 HD London Carlton,151
ITV1 HD,26/03/2024,20:46:50,BURTMDO515010,CB,Mcdonalds restaurant,Mcdonalds winning sips,Omd group limited,Mcdonalds restaurant,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Entertainment & leisure,Restaurants & bars,Fast food restaurants - brand building,3rd,3,ITV1 HD London Carlton,151
ITV1 HD,26/03/2024,20:47:00,HOGSKSH891020,CB,Skechers,Skechers sport shoes,Wavemaker limited,Skechers,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Clothing & accessories,Footwear,Sports shoes and trainers,Middle,4,ITV1 HD London Carlton,146
ITV1 HD,26/03/2024,20:47:20,ACBLIUK090020,CB,Lidl uk gmbh,Lidl easter,Omd group limited,Lidl uk gmbh,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Food brand building,Food & drink - multi product,Middle,5,ITV1 HD London Carlton,146
ITV1 HD,26/03/2024,20:47:40,OHLHOME001030,CB,Homebase,Homebase stores,Havas media,J sainsburys,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Diy stores,Middle,6,ITV1 HD London Carlton,146
ITV1 HD,26/03/2024,20:48:10,UCSIGAV003030,CB,Avios group,Avios,Manning gottlieb omd,British airways,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Loyalty/reward cards,Middle,7,ITV1 HD London Carlton,144
